molecule_chembl_id,canonical_smiles,standard_value
CHEMBL1095976,COC(=O)[C@@H]1NC(=O)[C@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H]4NC(=O)[C@H](NC(=O)[C@H](n5cc(CO[C@H]6O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]6OC(C)=O)nn5)c5ccc(O)c(c5)Oc5cc4cc(O)c5C)[C@H](O)c4ccc(cc4)Oc4cc3cc(c4O)Oc3ccc(cc3)[C@H]2O)c2ccc(O)c(c2)-c2c(O)cc(O)cc21,9500.0
CHEMBL1095981,COC(=O)[C@@H]1NC(=O)[C@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H]4NC(=O)[C@H](NC(=O)[C@H](n5cc(CO[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)nn5)c5ccc(O)c(c5)Oc5cc4cc(O)c5C)[C@H](O)c4ccc(cc4)Oc4cc3cc(c4O)Oc3ccc(cc3)[C@H]2O)c2ccc(O)c(c2)-c2c(O)cc(O)cc21,14000.0
CHEMBL1095977,COC(=O)[C@@H]1NC(=O)[C@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H]4NC(=O)[C@H](NC(=O)[C@H](n5cc(CO[C@H]6O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]6OC(C)=O)nn5)c5ccc(O)c(c5)Oc5cc4cc(O)c5C)[C@H](O)c4ccc(cc4)Oc4cc3cc(c4O)Oc3ccc(cc3)[C@H]2O)c2ccc(O)c(c2)-c2c(O)cc(O)cc21,4000.0
CHEMBL1095982,COC(=O)[C@@H]1NC(=O)[C@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H]4NC(=O)[C@H](NC(=O)[C@H](n5cc(CO[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]6O)nn5)c5ccc(O)c(c5)Oc5cc4cc(O)c5C)[C@H](O)c4ccc(cc4)Oc4cc3cc(c4O)Oc3ccc(cc3)[C@H]2O)c2ccc(O)c(c2)-c2c(O)cc(O)cc21,10000.0
CHEMBL1095978,COC(=O)[C@@H]1NC(=O)[C@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H]4NC(=O)[C@H](NC(=O)[C@H](n5cc(CO[C@H]6O[C@H](COC(C)=O)[C@@H](O[C@H]7O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]7OC(C)=O)[C@H](OC(C)=O)[C@H]6OC(C)=O)nn5)c5ccc(O)c(c5)Oc5cc4cc(O)c5C)[C@H](O)c4ccc(cc4)Oc4cc3cc(c4O)Oc3ccc(cc3)[C@H]2O)c2ccc(O)c(c2)-c2c(O)cc(O)cc21,100000.0
CHEMBL1095983,COC(=O)[C@@H]1NC(=O)[C@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H]4NC(=O)[C@H](NC(=O)[C@H](n5cc(CO[C@H]6O[C@H](CO)[C@@H](O[C@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)nn5)c5ccc(O)c(c5)Oc5cc4cc(O)c5C)[C@H](O)c4ccc(cc4)Oc4cc3cc(c4O)Oc3ccc(cc3)[C@H]2O)c2ccc(O)c(c2)-c2c(O)cc(O)cc21,16000.0
CHEMBL1095979,COC(=O)[C@@H]1NC(=O)[C@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H]4NC(=O)[C@H](NC(=O)[C@H](n5cc(CO[C@H]6O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]6NC(C)=O)nn5)c5ccc(O)c(c5)Oc5cc4cc(O)c5C)[C@H](O)c4ccc(cc4)Oc4cc3cc(c4O)Oc3ccc(cc3)[C@H]2O)c2ccc(O)c(c2)-c2c(O)cc(O)cc21,8000.0
CHEMBL1095984,COC(=O)[C@@H]1NC(=O)[C@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H]4NC(=O)[C@H](NC(=O)[C@H](n5cc(CO[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6NC(C)=O)nn5)c5ccc(O)c(c5)Oc5cc4cc(O)c5C)[C@H](O)c4ccc(cc4)Oc4cc3cc(c4O)Oc3ccc(cc3)[C@H]2O)c2ccc(O)c(c2)-c2c(O)cc(O)cc21,9000.0
CHEMBL1095980,COC(=O)[C@@H]1NC(=O)[C@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H]4NC(=O)[C@H](NC(=O)[C@H](n5cc(CO[C@@H]6O[C@@H](C)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]6OC(C)=O)nn5)c5ccc(O)c(c5)Oc5cc4cc(O)c5C)[C@H](O)c4ccc(cc4)Oc4cc3cc(c4O)Oc3ccc(cc3)[C@H]2O)c2ccc(O)c(c2)-c2c(O)cc(O)cc21,100000.0
CHEMBL1095985,COC(=O)[C@@H]1NC(=O)[C@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H]4NC(=O)[C@H](NC(=O)[C@H](n5cc(CO[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)nn5)c5ccc(O)c(c5)Oc5cc4cc(O)c5C)[C@H](O)c4ccc(cc4)Oc4cc3cc(c4O)Oc3ccc(cc3)[C@H]2O)c2ccc(O)c(c2)-c2c(O)cc(O)cc21,100000.0
CHEMBL1222472,CC(=O)O[C@@]1(C)[C@@H](COC(=O)c2ccccc2)O[C@@H](n2cnc3c(Cl)ncnc32)[C@]1(C)F,7.1
CHEMBL1222558,CC(=O)O[C@@]1(C)[C@@H](COC(=O)c2ccccc2)O[C@@H](n2cnc3c(NC4CCC4)ncnc32)[C@]1(C)F,23.0
CHEMBL1222629,CC(=O)O[C@@]1(C)[C@@H](COC(=O)c2ccccc2)O[C@@H](n2cnc3c(N4CCOCC4)ncnc32)[C@]1(C)F,24.0
CHEMBL1222627,CC(=O)O[C@@]1(C)[C@@H](COC(=O)c2ccccc2)O[C@@H](n2cnc3c(NCc4ccco4)ncnc32)[C@]1(C)F,31.0
CHEMBL1222628,CC(=O)O[C@@]1(C)[C@@H](COC(=O)c2ccccc2)O[C@@H](n2cnc3c(NCC4CC4)ncnc32)[C@]1(C)F,32.0
CHEMBL1222697,CC(=O)O[C@@]1(C)[C@@H](COC(=O)c2ccccc2)O[C@@H](n2cnc3c(NCc4ccc(F)cc4)ncnc32)[C@]1(C)F,32.0
CHEMBL1222555,CC(=O)O[C@@]1(C)[C@@H](COC(=O)c2ccccc2)O[C@@H](n2cnc3c(O)ncnc32)[C@]1(C)F,33.0
CHEMBL1222556,CCOc1ncnc2c1ncn2[C@@H]1O[C@H](COC(=O)c2ccccc2)[C@](C)(OC(C)=O)[C@@]1(C)F,48.0
CHEMBL1222557,CC(=O)O[C@@]1(C)[C@@H](COC(=O)c2ccccc2)O[C@@H](n2cnc3c(NC4CC4)ncnc32)[C@]1(C)F,50.0
CHEMBL1222696,CC(=O)O[C@@]1(C)[C@@H](COC(=O)c2ccccc2)O[C@@H](n2cnc3c(N4CCN(C)CC4)ncnc32)[C@]1(C)F,100.0
CHEMBL1222698,CC(=O)O[C@]1(C)[C@@H](COC(=O)c2ccccc2)O[C@@H](n2cnc3c(Cl)ncnc32)[C@]1(C)F,100.0
CHEMBL1222699,C[C@@]1(O)[C@@H](CO)O[C@@H](n2cnc3c(N)ncnc32)[C@]1(C)F,100.0
CHEMBL566,O=c1cc[nH]c(=O)[nH]1,25.0
CHEMBL993,Cc1c[nH]c(=O)[nH]c1=O,100.0
CHEMBL185,O=c1[nH]cc(F)c(=O)[nH]1,26.0
CHEMBL1222779,O=C(Nc1ccnc(=O)[nH]1)c1ccccc1,18.0
CHEMBL1275696,NCC1(CO)C2CC3CC(C2)CC1C3,340.0
CHEMBL1275695,NC1(CO)C2CC3CC(C2)CC1C3,1460.0
CHEMBL1275770,NC1CC2CC3CC(C2)C1C3,1500.0
CHEMBL1275694,NCCC1(O)C2CC3CC(C2)CC1C3,6240.0
CHEMBL1275697,NCCC1(O)CC2CC3CC(C2)C1C3,7680.0
CHEMBL1275698,NCCC12CC3CC(CC(C3)C1O)C2,8600.0
CHEMBL1629868,Nc1ccccc1C(=O)n1c(-c2ccc(S(=O)(=O)O)cc2)nc2ccccc21,4.0
CHEMBL1630307,O=C(c1ccccc1)n1c(-c2ccc(S(=O)(=O)O)cc2)nc2ccccc21,100.0
CHEMBL1630308,Nc1ccc(C(=O)n2c(-c3ccc(S(=O)(=O)O)cc3)nc3ccccc32)cc1,4.0
CHEMBL1630309,O=C(c1ccccc1Cl)n1c(-c2ccc(S(=O)(=O)O)cc2)nc2ccccc21,100.0
CHEMBL1630310,O=C(c1ccc(Cl)cc1)n1c(-c2ccc(S(=O)(=O)O)cc2)nc2ccccc21,100.0
CHEMBL1630311,O=C(c1cccc(O)c1)n1c(-c2ccc(S(=O)(=O)O)cc2)nc2ccccc21,20.0
CHEMBL1630312,O=C(c1ccc(O)cc1O)n1c(-c2ccc(S(=O)(=O)O)cc2)nc2ccccc21,4.0
CHEMBL1630313,COc1ccc(C(=O)n2c(-c3ccc(S(=O)(=O)O)cc3)nc3ccccc32)cc1,100.0
CHEMBL1630314,O=C(c1ccc([N+](=O)[O-])cc1)n1c(-c2ccc(S(=O)(=O)O)cc2)nc2ccccc21,100.0
CHEMBL1629867,Cc1ccccc1C(=O)n1c(-c2ccc(S(=O)(=O)O)cc2)nc2ccccc21,100.0
CHEMBL1630315,Cc1ccc(C(=O)n2c(-c3ccc(S(=O)(=O)O)cc3)nc3ccccc32)cc1,100.0
CHEMBL1630316,C/C=C/C(=O)n1c(-c2ccc(S(=O)(=O)O)cc2)nc2ccccc21,100.0
CHEMBL1630305,C=CC(=O)n1c(-c2ccc(S(=O)(=O)O)cc2)nc2ccccc21,0.8
CHEMBL1630306,C=C(C)C(=O)n1c(-c2ccc(S(=O)(=O)O)cc2)nc2ccccc21,100.0
CHEMBL1630317,O=C(c1cccnc1)n1c(-c2ccc(S(=O)(=O)O)cc2)nc2ccccc21,100.0
CHEMBL1630318,O=C(c1ccccc1O)n1c(-c2ccc(S(=O)(=O)O)cc2)nc2ccccc21,20.0
CHEMBL1630319,CCCCC(=O)n1c(-c2ccc(S(=O)(=O)O)cc2)nc2ccccc21,100.0
CHEMBL1630320,CCCCCCCC/C=C/CCCCCCCC(=O)n1c(-c2ccc(S(=O)(=O)O)cc2)nc2ccccc21,100.0
CHEMBL1629719,CCCCCCCCCCCCCCCC(=O)n1c(-c2ccc(S(=O)(=O)O)cc2)nc2ccccc21,100.0
CHEMBL1630321,Cc1ccc(S(=O)(=O)n2c(-c3ccc(S(=O)(=O)O)cc3)nc3ccccc32)cc1,100.0
CHEMBL1258950,CC(C)OC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1,100000.0
CHEMBL83661,Cc1ccsc1C(c1ccccc1Br)N1CCN(c2ncnc3c2cnn3-c2ccccc2)CC1,5980.0
CHEMBL1688542,CSCC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)N)C(C)C)[C@@H](C)O)C(=O)N[C@H](C(=O)N[C@@H](CS)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)O)[C@@H](C)O,2686.0
CHEMBL1814556,Nc1ncnc2c1ncn2CCOCP(=O)(O)OCCCCCCCCCCO,233000.0
CHEMBL1814557,Nc1ncnc2c1ncn2CCOCP(=O)(O)OCCCCCCCCC(O)CO,224000.0
CHEMBL1814558,Nc1ncnc2c1ncn2CCOCP(=O)(OCCCCCCCCCCO)OCCCCCCCCCCO,171000.0
CHEMBL1814559,Nc1ncnc2c1ncn2CCOCP(=O)(OCCCCCCCCC(O)CO)OCCCCCCCCC(O)CO,324000.0
CHEMBL1814560,Nc1ncnc2c1ncn2CCOCP(=O)(O)OCCOCCCCCCCCCCO,42000.0
CHEMBL1814561,Nc1ncnc2c1ncn2CCOCP(=O)(O)OCCOCCCCCCCCC(O)CO,204000.0
CHEMBL1814562,Nc1ncnc2c1ncn2CCOCP(=O)(OCCOCCCCCCCCCCO)OCCOCCCCCCCCCCO,5900.0
CHEMBL1814563,Nc1ncnc2c1ncn2CCOCP(=O)(OCCOCCCCCCCCC(O)CO)OCCOCCCCCCCCC(O)CO,142000.0
CHEMBL1814564,Nc1ncnc2c1ncn2CCOCP(=O)(O)OCCOCCOCCOCCOCCOCCO,186000.0
CHEMBL1814565,CCOCCOCCOCCOCCOCCOCCOP(=O)(O)COCCn1cnc2c(N)ncnc21,177000.0
CHEMBL1814566,Nc1ncnc2c1ncn2CCOCP(=O)(OCCOCCOCCOCCOCCOCCO)OCCOCCOCCOCCOCCOCCO,125000.0
CHEMBL1814567,CCOCCOCCOCCOCCOCCOCCOP(=O)(COCCn1cnc2c(N)ncnc21)OCCOCCOCCOCCOCCOCCOCC,117000.0
CHEMBL1814568,Cc1oc(=O)oc1COP(=O)(O)COCCn1cnc2c(N)ncnc21,259000.0
CHEMBL1814569,Nc1ccn(C[C@@H](CO)OCP(=O)(O)OCCOCCOCCOCCOCCOCCO)c(=O)n1,184000.0
CHEMBL1814570,CCOCCOCCOCCOCCOCCOCCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O,175000.0
CHEMBL1813526,CCOC(=O)C1=C[C@H](NC(=N)N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O1.O=C(O)C(F)(F)F,106.0
CHEMBL1813528,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)OCCCOC(=O)c2ccc3ccccc3c2O)O[C@H]1[C@H](O)[C@H](O)CO,48.0
CHEMBL81717,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=N)N)[C@H]1NC(C)=O,8.0
CHEMBL1813529,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](NC(=N)N)C1.O=C(O)C(F)(F)F,1170.0
CHEMBL1813530,CCC(CC)O[C@@H]1C=C(C(=O)OCCCOC(=O)c2ccc3ccccc3c2O)C[C@H](NC(=N)N)[C@H]1NC(C)=O,1465.0
CHEMBL229299,O=C(O)c1ccc2ccccc2c1O,1000000.0
CHEMBL2011756,CC1(C)C[C@H](O)C[C@](C)(CNc2n[nH]c3ccccc23)C1,6900.0
CHEMBL2011757,CC1(C)C[C@H](O)C[C@](C)(CNc2ncc3ccccc3n2)C1,8500.0
CHEMBL2011758,CC1(C)C[C@H](O)C[C@](C)(CNc2nc3ccccc3s2)C1,2120.0
CHEMBL2011759,CC1(C)C[C@H](O)C[C@](C)(CNc2nc3ccc(F)cc3s2)C1,2500.0
CHEMBL2011760,CC1(C)C[C@H](O)C[C@](C)(CNc2nc3ccc(Cl)cc3s2)C1,50000.0
CHEMBL2011761,CC1(C)C[C@H](O)C[C@](C)(CNc2ccccn2)C1,4430.0
CHEMBL2011762,CC1(C)C[C@H](O)C[C@](C)(CNc2ccc(C(F)(F)F)cn2)C1,3390.0
CHEMBL2011763,CC1(C)C[C@H](O)C[C@](C)(CNc2cccc(C(F)(F)F)n2)C1,220.0
CHEMBL2011764,CC1(C)C[C@H](O)C[C@](C)(CNc2ccccc2)C1,430.0
CHEMBL2011765,CC1(C)C[C@H](O)C[C@](C)(CNc2ccccc2Cl)C1,520.0
CHEMBL2011766,CC1(C)C[C@H](O)C[C@](C)(CNc2cccc(Cl)c2)C1,57.0
CHEMBL2011767,CC1(C)C[C@H](O)C[C@](C)(CNc2ccc(Cl)cc2)C1,440.0
CHEMBL2011768,CC1(C)C[C@H](O)C[C@](C)(CNc2ccccc2C(F)(F)F)C1,150.0
CHEMBL2011769,CC1(C)C[C@H](O)C[C@](C)(CNc2cccc(C(F)(F)F)c2)C1,42.0
CHEMBL2011770,CC1(C)C[C@H](O)C[C@](C)(CNc2cc(Cl)cc(C(F)(F)F)c2)C1,44.0
CHEMBL2011771,CC1(C)C[C@H](O)C[C@](C)(CNc2cc(F)cc(Cl)c2)C1,15.0
CHEMBL2011772,CC1(C)C[C@H](O)C[C@](C)(CNc2ccc(Cl)c(C(F)(F)F)c2)C1,18.0
CHEMBL2011773,CC1(C)C[C@H](O)C[C@](C)(CNc2cccc(C#N)c2)C1,250.0
CHEMBL2011774,CC1(C)C[C@H](O)C[C@](C)(CNc2cccc(Oc3ccccc3)c2)C1,100000.0
CHEMBL2011775,CC1(C)C[C@H](O)C[C@](C)(CNc2cccc(C(N)=O)c2)C1,37900.0
CHEMBL2011776,CC1(C)C[C@H](O)C[C@](C)(CNc2cccc(S(C)(=O)=O)c2)C1,930.0
CHEMBL2011777,CC1(C)C[C@H](O)C[C@](C)(CNc2cccc(S(N)(=O)=O)c2)C1,210.0
CHEMBL2011778,CC1(C)C[C@H](O)C[C@](C)(CNc2cc(F)cc(S(N)(=O)=O)c2)C1,89.0
CHEMBL2011779,CC1(C)C[C@H](O)C[C@](C)(CNc2cc(Cl)cc(S(N)(=O)=O)c2)C1,44.0
CHEMBL2011780,CC1(C)C[C@H](O)C[C@](C)(CNc2cc(C(F)(F)F)cc(S(N)(=O)=O)c2)C1,1360.0
CHEMBL2011781,Cc1ccc(NC[C@@]2(C)C[C@@H](O)CC(C)(C)C2)cc1S(N)(=O)=O,560.0
CHEMBL2011782,COc1ccc(NC[C@@]2(C)C[C@@H](O)CC(C)(C)C2)cc1S(N)(=O)=O,2620.0
CHEMBL2011783,CC1(C)C[C@H](O)C[C@](C)(CNc2ccc(Cl)c(S(N)(=O)=O)c2)C1,86.0
CHEMBL2016757,N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,27900.0
CHEMBL2016758,C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,30000.0
CHEMBL2016759,C=C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,30000.0
CHEMBL2016760,C#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,30000.0
CHEMBL2023442,CCOC(=O)c1c(C)nc(NCCCCNc2ccnc3cc(Cl)ccc23)nc1-c1ccccc1,160.0
CHEMBL2023606,Cc1nc(NCCCNc2ccnc3cc(Cl)ccc23)nc(-c2cccc([N+](=O)[O-])c2)c1C(=O)OC(C)C,160.0
CHEMBL2023440,CCOC(=O)c1c(C)nc(NCCNc2ccnc3cc(Cl)ccc23)nc1-c1ccccc1,160.0
CHEMBL2023604,CCOC(=O)c1c(C)nc(NCCCNc2ccnc3cc(Cl)ccc23)nc1C,4000.0
CHEMBL2023441,CCOC(=O)c1c(C)nc(NCCCNc2ccnc3cc(Cl)ccc23)nc1-c1ccccc1,160.0
CHEMBL2023605,CCOC(=O)c1c(C)nc(NCCCCNc2ccnc3cc(Cl)ccc23)nc1C,800.0
CHEMBL2023608,Cc1nc(NCCNc2ccnc3cc(Cl)ccc23)nc(-c2ccccc2[N+](=O)[O-])c1C(=O)OC(C)C,800.0
CHEMBL2023610,Cc1nc(NCCCCNc2ccnc3cc(Cl)ccc23)nc(-c2ccccc2[N+](=O)[O-])c1C(=O)OC(C)C,800.0
CHEMBL2022038,Nc1nc2c(sc3ncn([C@H]4C[C@H](O)[C@@H](CO)O4)c32)c(=O)[nH]1,160.0
CHEMBL2022039,Nc1ncnc2c1sc1ncn([C@H]3C[C@H](O)[C@@H](CO)O3)c12,4000.0
CHEMBL2059155,Nc1ncc(Br)c2c1ncn2[C@@H]1C=C(CO)[C@@H](O)[C@H]1O,94.0
CHEMBL2059156,Nc1ncc(Br)c2c1ncn2[C@@H]1C[C@H](CO)[C@@H](O)[C@H]1O,290000.0
CHEMBL2151338,COC(=O)[C@H]1NC(=O)[C@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H]4NC(=O)[C@H](NC(=O)[C@H](n5cc6ccccc6c5S[C@@H]5O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]5OC(C)=O)c5ccc(O)c(c5)Oc5cc4cc(O)c5C)[C@H](O)c4ccc(cc4)Oc4cc3cc(c4O)Oc3ccc(cc3)[C@H]2O)c2ccc(O)c(c2)-c2c(O)cc(O)cc21,72.0
CHEMBL2151339,COC(=O)[C@H]1NC(=O)[C@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H]4NC(=O)[C@H](NC(=O)[C@H](n5cc6ccccc6c5S[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)c5ccc(O)c(c5)Oc5cc4cc(O)c5C)[C@H](O)c4ccc(cc4)Oc4cc3cc(c4O)Oc3ccc(cc3)[C@H]2O)c2ccc(O)c(c2)-c2c(O)cc(O)cc21,2300.0
CHEMBL2151340,COC(=O)[C@H]1NC(=O)[C@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H]4NC(=O)[C@H](NC(=O)[C@H](n5cc6ccccc6c5S[C@@H]5O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]5NC(C)=O)c5ccc(O)c(c5)Oc5cc4cc(O)c5C)[C@H](O)c4ccc(cc4)Oc4cc3cc(c4O)Oc3ccc(cc3)[C@H]2O)c2ccc(O)c(c2)-c2c(O)cc(O)cc21,1800.0
CHEMBL2151341,COC(=O)[C@H]1NC(=O)[C@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H]4NC(=O)[C@H](NC(=O)[C@H](n5cc6ccccc6c5Sc5ccccc5)c5ccc(O)c(c5)Oc5cc4cc(O)c5C)[C@H](O)c4ccc(cc4)Oc4cc3cc(c4O)Oc3ccc(cc3)[C@H]2O)c2ccc(O)c(c2)-c2c(O)cc(O)cc21,680.0
CHEMBL2151342,COC(=O)[C@H]1NC(=O)[C@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H]4NC(=O)[C@H](NC(=O)[C@H](n5cc6ccccc6c5Sc5nc6ccccc6s5)c5ccc(O)c(c5)Oc5cc4cc(O)c5C)[C@H](O)c4ccc(cc4)Oc4cc3cc(c4O)Oc3ccc(cc3)[C@H]2O)c2ccc(O)c(c2)-c2c(O)cc(O)cc21,4000.0
CHEMBL2151343,COC(=O)[C@H]1NC(=O)[C@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H]4NC(=O)[C@H](NC(=O)[C@H](n5cc6ccccc6c5Sc5ncccn5)c5ccc(O)c(c5)Oc5cc4cc(O)c5C)[C@H](O)c4ccc(cc4)Oc4cc3cc(c4O)Oc3ccc(cc3)[C@H]2O)c2ccc(O)c(c2)-c2c(O)cc(O)cc21,1800.0
CHEMBL2151344,COC(=O)[C@H]1NC(=O)[C@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H]4NC(=O)[C@H](NC(=O)[C@H](n5cc6cc7ccccc7cc6c5Sc5ccccc5)c5ccc(O)c(c5)Oc5cc4cc(O)c5C)[C@H](O)c4ccc(cc4)Oc4cc3cc(c4O)Oc3ccc(cc3)[C@H]2O)c2ccc(O)c(c2)-c2c(O)cc(O)cc21,100000.0
CHEMBL2151345,COC(=O)[C@H]1NC(=O)[C@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H]4NC(=O)[C@H](NC(=O)[C@H](n5cc6cc7ccccc7cc6c5Sc5ncccn5)c5ccc(O)c(c5)Oc5cc4cc(O)c5C)[C@H](O)c4ccc(cc4)Oc4cc3cc(c4O)Oc3ccc(cc3)[C@H]2O)c2ccc(O)c(c2)-c2c(O)cc(O)cc21,360.0
CHEMBL2151346,COC(=O)[C@H]1NC(=O)[C@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H]4NC(=O)[C@H](NC(=O)[C@H](N)c5ccc(O)c(c5)Oc5cc4cc(O)c5C)[C@H](O)c4ccc(cc4)Oc4cc3cc(c4O)Oc3ccc(cc3)[C@H]2O)c2ccc(O)c(c2)-c2c(O)cc(O)cc21,6800.0
CHEMBL2206456,CCC(CC)O[C@@H]1C=C(P(=O)(O)O)C[C@H](N)[C@H]1NC(C)=O,7400.0
CHEMBL2206459,CCC(CC)O[C@@H]1C=C(P(=O)(O)O)C[C@H](NC(=N)N)[C@H]1NC(C)=O,4600.0
CHEMBL2206458,CCOP(=O)(O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,490.0
CHEMBL2203566,CCC1(CC)C2CC3CC(C2)CC1(NC)C3,100000.0
CHEMBL2203582,CCC1(CC)C2CC3CC(C2)CC1(N(C)C)C3,100000.0
CHEMBL2203571,CCC1(CC)C2CC3CC(C2)CC1(N)C3,100000.0
CHEMBL2203569,CC(C)C1C2CC3CC(C2)CC1(N(C)C)C3,100000.0
CHEMBL2203568,CN(C)C12CC3(C)CC(CC3(C)C1)C2(C)C,100000.0
CHEMBL2203567,CCCC1(CCC)C2CC3CC(C2)CC1(N(C)C)C3,100000.0
CHEMBL2203581,CNC12CC3CC(CC(C3)C1(C)C)C2,100000.0
CHEMBL2203580,CN(Cc1ccccc1)C12CC3CC(CC(C3)C1(C)C)C2,100000.0
CHEMBL2203579,CC1(C)C2CC3CC(C2)CC1(N1CCCCC1)C3,100000.0
CHEMBL2203578,CC1(C)C2CC3CC(C2)CC1(NCc1ccccc1)C3,100000.0
CHEMBL2203577,CCNC12CC3CC(CC(C3)C1(C)C)C2,100000.0
CHEMBL2203576,CN(C)C12CC3CC(CC(C3)C1(C)C)C2,100000.0
CHEMBL2203575,CC12CC3CC1(C)CC(N)(C2)C3(C)C,100000.0
CHEMBL2203574,NC12CC3CC(CC(C3)C13CCCCC3)C2,100000.0
CHEMBL2203573,CC(C)C1C2CC3CC(C2)CC1(N)C3,100000.0
CHEMBL2203572,CCCC1(CCC)C2CC3CC(C2)CC1(N)C3,100000.0
CHEMBL2203570,CC1(C)C2CC3CC(C2)CC1(N)C3,100000.0
CHEMBL2205838,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](OC(=O)NCCCOC(=O)/C=C/c1ccc2c(c1)OCO2)[C@H](O)CO,66.0
CHEMBL2205840,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](OC(=O)NCCCOC(=O)c1ccc2ccccc2c1O)[C@H](O)CO,50.0
CHEMBL2205843,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](OC(=O)NCCCNC(=O)/C=C/c1ccc(O)c(O)c1)[C@H](O)CO,5.1
CHEMBL2205839,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](OC(=O)NCCCOC(=O)c1cc(N)ccc1O)[C@H](O)CO,3.3
CHEMBL2205842,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](OC(=O)NCCCO)[C@H](O)CO,105.0
CHEMBL2205837,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](OC(=O)NCCCOC(=O)/C=C/c1ccc(O)c(O)c1)[C@H](O)CO,1.4
CHEMBL704,Nc1ccc(O)c(C(=O)O)c1,100000.0
CHEMBL1173153,O=C(O)/C=C/c1ccc2c(c1)OCO2,100000.0
CHEMBL145,O=C(O)/C=C/c1ccc(O)c(O)c1,100000.0
