molecule_chembl_id,canonical_smiles,standard_value
CHEMBL2205841,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](OC(=O)NCCCOC(=O)c1ccc(O)c(O)c1)[C@H](O)CO,53.0
CHEMBL2205846,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)OCCCOC(=O)/C=C/c2ccc3c(c2)OCO3)O[C@H]1[C@H](O)[C@H](O)CO,28.0
CHEMBL2205845,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)OCCCOC(=O)/C=C/c2ccc(O)c(O)c2)O[C@H]1[C@H](O)[C@H](O)CO,25.0
CHEMBL2206409,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)OCCCOC(=O)c2cc(N)ccc2O)O[C@H]1[C@H](O)[C@H](O)CO,16.0
CHEMBL2205844,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](OC(=O)NCCCNC(=O)c1ccc2ccccc2c1O)[C@H](O)CO,6.6
CHEMBL2203331,CC(=O)N[C@H]1[C@H](Sc2c3ccccc3cn2[C@H]2C(=O)N[C@@H]3Cc4ccc(c(Cl)c4)Oc4cc5cc(c4O)Oc4ccc(cc4Cl)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4NC(C)=O)[C@@H]4NC(=O)[C@H](NC(=O)[C@@H]5NC(=O)[C@@H](NC3=O)c3cc(O)cc(c3)Oc3cc2ccc3O)c2ccc(O)c(c2)-c2c(O)cc(O)cc2[C@@H](C(=O)O)NC4=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,100000.0
CHEMBL2207653,CC(=O)N[C@H]1[C@H](Sc2c3ccccc3cn2[C@H]2C(=O)N[C@@H]3Cc4ccc(c(Cl)c4)Oc4cc5cc(c4O)Oc4ccc(cc4Cl)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4NC(C)=O)[C@@H]4NC(=O)[C@H](NC(=O)[C@@H]5NC(=O)[C@@H](NC3=O)c3cc(O)cc(c3)Oc3cc2ccc3O)c2ccc(O)c(c2)-c2c(O)cc(O)cc2[C@@H](C(=O)O)NC4=O)O[C@H](CO)[C@@H](O)[C@@H]1O,100000.0
CHEMBL2207652,CC(=O)N[C@H]1[C@H](O[C@@H]2c3ccc(c(Cl)c3)Oc3cc4cc(c3O)Oc3ccc(cc3Cl)C[C@H]3NC(=O)[C@H](n5cc6ccccc6c5S[C@@H]5O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]5OC(C)=O)c5ccc(O)c(c5)Oc5cc(O)cc(c5)[C@H](NC3=O)C(=O)N[C@H]4C(=O)N[C@H]3C(=O)N[C@@H]2C(=O)N[C@H](C(=O)O)c2cc(O)cc(O)c2-c2cc3ccc2O)O[C@H](CO)[C@@H](O)[C@@H]1O,100000.0
CHEMBL2207651,CC(=O)N[C@H]1[C@H](O[C@@H]2c3ccc(c(Cl)c3)Oc3cc4cc(c3O)Oc3ccc(cc3Cl)C[C@H]3NC(=O)[C@H](n5cc6ccccc6c5S[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)c5ccc(O)c(c5)Oc5cc(O)cc(c5)[C@H](NC3=O)C(=O)N[C@H]4C(=O)N[C@H]3C(=O)N[C@@H]2C(=O)N[C@H](C(=O)O)c2cc(O)cc(O)c2-c2cc3ccc2O)O[C@H](CO)[C@@H](O)[C@@H]1O,100000.0
CHEMBL2207650,CC(=O)N[C@H]1[C@H](O[C@@H]2c3ccc(c(Cl)c3)Oc3cc4cc(c3O)Oc3ccc(cc3Cl)C[C@H]3NC(=O)[C@H](n5cc6cc7ccccc7cc6c5Sc5nc6ccccc6s5)c5ccc(O)c(c5)Oc5cc(O)cc(c5)[C@H](NC3=O)C(=O)N[C@H]4C(=O)N[C@H]3C(=O)N[C@@H]2C(=O)N[C@H](C(=O)O)c2cc(O)cc(O)c2-c2cc3ccc2O)O[C@H](CO)[C@@H](O)[C@@H]1O,1600.0
CHEMBL2207649,CC(=O)N[C@H]1[C@H](O[C@@H]2c3ccc(c(Cl)c3)Oc3cc4cc(c3O)Oc3ccc(cc3Cl)C[C@H]3NC(=O)[C@H](n5cc6cc7ccccc7cc6c5Sc5ncccn5)c5ccc(O)c(c5)Oc5cc(O)cc(c5)[C@H](NC3=O)C(=O)N[C@H]4C(=O)N[C@H]3C(=O)N[C@@H]2C(=O)N[C@H](C(=O)O)c2cc(O)cc(O)c2-c2cc3ccc2O)O[C@H](CO)[C@@H](O)[C@@H]1O,540.0
CHEMBL2207648,CC(=O)N[C@H]1[C@H](O[C@@H]2c3ccc(c(Cl)c3)Oc3cc4cc(c3O)Oc3ccc(cc3Cl)C[C@H]3NC(=O)[C@H](n5cc6cc7ccccc7cc6c5Sc5ccccc5)c5ccc(O)c(c5)Oc5cc(O)cc(c5)[C@H](NC3=O)C(=O)N[C@H]4C(=O)N[C@H]3C(=O)N[C@@H]2C(=O)N[C@H](C(=O)O)c2cc(O)cc(O)c2-c2cc3ccc2O)O[C@H](CO)[C@@H](O)[C@@H]1O,100000.0
CHEMBL2207647,CC(=O)N[C@H]1[C@H](O[C@@H]2c3ccc(c(Cl)c3)Oc3cc4cc(c3O)Oc3ccc(cc3Cl)C[C@H]3NC(=O)[C@H](n5cc6ccccc6c5Sc5nc6ccccc6s5)c5ccc(O)c(c5)Oc5cc(O)cc(c5)[C@H](NC3=O)C(=O)N[C@H]4C(=O)N[C@H]3C(=O)N[C@@H]2C(=O)N[C@H](C(=O)O)c2cc(O)cc(O)c2-c2cc3ccc2O)O[C@H](CO)[C@@H](O)[C@@H]1O,100000.0
CHEMBL2207646,CC(=O)N[C@H]1[C@H](O[C@@H]2c3ccc(c(Cl)c3)Oc3cc4cc(c3O)Oc3ccc(cc3Cl)C[C@H]3NC(=O)[C@H](n5cc6ccccc6c5Sc5ncccn5)c5ccc(O)c(c5)Oc5cc(O)cc(c5)[C@H](NC3=O)C(=O)N[C@H]4C(=O)N[C@H]3C(=O)N[C@@H]2C(=O)N[C@H](C(=O)O)c2cc(O)cc(O)c2-c2cc3ccc2O)O[C@H](CO)[C@@H](O)[C@@H]1O,100000.0
CHEMBL2207645,CC(=O)N[C@H]1[C@H](O[C@@H]2c3ccc(c(Cl)c3)Oc3cc4cc(c3O)Oc3ccc(cc3Cl)C[C@H]3NC(=O)[C@H](n5cc6ccccc6c5Sc5ccccc5)c5ccc(O)c(c5)Oc5cc(O)cc(c5)[C@H](NC3=O)C(=O)N[C@H]4C(=O)N[C@H]3C(=O)N[C@@H]2C(=O)N[C@H](C(=O)O)c2cc(O)cc(O)c2-c2cc3ccc2O)O[C@H](CO)[C@@H](O)[C@@H]1O,100000.0
CHEMBL2207644,CC(=O)N[C@H]1[C@H](O[C@@H]2c3ccc(c(Cl)c3)Oc3cc4cc(c3O)Oc3ccc(cc3Cl)C[C@H]3NC(=O)[C@H](N)c5ccc(O)c(c5)Oc5cc(O)cc(c5)[C@H](NC3=O)C(=O)N[C@H]4C(=O)N[C@H]3C(=O)N[C@@H]2C(=O)N[C@H](C(=O)O)c2cc(O)cc(O)c2-c2cc3ccc2O)O[C@H](CO)[C@@H](O)[C@@H]1O,17000.0
CHEMBL2207987,Cc1nc2sccn2c1C(=O)NN1C(=O)C(C)SC12CCC(C)CC2,9000.0
CHEMBL2207986,CC1SC2(CCC(c3ccccc3)CC2)N(NC(=O)C23CC4CC(CC(C4)C2)C3)C1=O,100000.0
CHEMBL2207985,O=C1CSC2(CCC(c3ccccc3)CC2)N1NC(=O)C12CC3CC(CC(C3)C1)C2,100000.0
CHEMBL2207984,CC1SC2(CCC(C(C)(C)C)CC2)N(NC(=O)C23CC4CC(CC(C4)C2)C3)C1=O,100000.0
CHEMBL2207983,CC(C)(C)C1CCC2(CC1)SCC(=O)N2NC(=O)C12CC3CC(CC(C3)C1)C2,34000.0
CHEMBL2207982,CCCC1CCC2(CC1)SC(C)C(=O)N2NC(=O)C12CC3CC(CC(C3)C1)C2,23000.0
CHEMBL2207981,CCCC1CCC2(CC1)SCC(=O)N2NC(=O)C12CC3CC(CC(C3)C1)C2,44000.0
CHEMBL2207980,CCC1CCC2(CC1)SC(C)C(=O)N2NC(=O)C12CC3CC(CC(C3)C1)C2,1700.0
CHEMBL2207979,CCC1CCC2(CC1)SCC(=O)N2NC(=O)C12CC3CC(CC(C3)C1)C2,21000.0
CHEMBL2207978,CC1CCC2(CC1)SC(C)C(=O)N2NC(=O)C12CC3CC(CC(C3)C1)C2,1400.0
CHEMBL2207977,CC1CCC2(CC1)SCC(=O)N2NC(=O)C12CC3CC(CC(C3)C1)C2,100000.0
CHEMBL2207976,CC1SC2(CCCCC2)N(NC(=O)C23CC4CC(CC(C4)C2)C3)C1=O,100000.0
CHEMBL489847,Cc1cc(C)nc(N2C(=O)CSC2c2c(C)cccc2C)c1,249150.0
CHEMBL2296652,CCN(CC)CN1C(=O)/C(=N/NC(=S)Nc2ccc(C)cc2)c2cc(Cl)ccc21,800.0
CHEMBL2296651,CCN(CC)CN1C(=O)/C(=N/NC(=S)Nc2ccc(OC)cc2)c2cc(Cl)ccc21,800.0
CHEMBL2296650,CCN(CC)CN1C(=O)/C(=N/NC(=S)Nc2ccc(Cl)cc2)c2cc(Cl)ccc21,800.0
CHEMBL2296649,CCN(CC)CN1C(=O)/C(=N/NC(=S)Nc2ccccc2)c2cc(Cl)ccc21,800.0
CHEMBL2296648,CCN(CC)CN1C(=O)/C(=N/NC(=S)Nc2ccc(C)cc2)c2ccccc21,160.0
CHEMBL2296647,CCN(CC)CN1C(=O)/C(=N/NC(=S)Nc2ccc(OC)cc2)c2ccccc21,800.0
CHEMBL2296646,CCN(CC)CN1C(=O)/C(=N/NC(=S)Nc2ccc(Cl)cc2)c2ccccc21,160.0
CHEMBL2296654,CCN(CC)CN1C(=O)/C(=N/NC(=S)Nc2ccccc2)c2ccccc21,160.0
CHEMBL2296653,CCN(CC)CN1C(=O)/C(=N/NC(N)=S)c2cc(Cl)ccc21,20000.0
CHEMBL2296655,CCN(CC)CN1C(=O)/C(=N/NC(N)=S)c2ccccc21,20000.0
CHEMBL2312734,Nc1ncc(Cl)c2c1ncn2[C@@H]1C[C@H](O)[C@@H](O)[C@H]1O,4000.0
CHEMBL2312735,Nc1ncc(I)c2c1ncn2[C@@H]1C[C@H](O)[C@@H](O)[C@H]1O,44000.0
CHEMBL2335952,COc1cccc2c1OC1(OC(=O)c3ccccc31)C2=O,40400.0
CHEMBL2335951,Cc1cc(C)c2c(c1C)OC1(OC(=O)c3ccccc31)C2=O,289800.0
CHEMBL2335950,Cc1cc2c(c(C)c1C)C(=O)C1(OC(=O)c3ccccc31)O2,296500.0
CHEMBL2335949,O=C1OC2(Oc3cc4c(cc3C2=O)CCC4)c2ccccc21,80400.0
CHEMBL2335948,Cc1ccc(C)c2c1OC1(OC(=O)c3ccccc31)C2=O,186700.0
CHEMBL2335947,Cc1cc(C)c2c(c1)OC1(OC(=O)c3ccccc31)C2=O,500000.0
CHEMBL2335946,Cc1ccc2c(c1C)OC1(OC(=O)c3ccccc31)C2=O,16300.0
CHEMBL2335945,CCCc1ccc2c(c1)C(=O)C1(OC(=O)c3ccccc31)O2,100300.0
CHEMBL2335944,CCc1ccc2c(c1)C(=O)C1(OC(=O)c3ccccc31)O2,41600.0
CHEMBL2335943,CCc1ccc2c(c1)OC1(OC(=O)c3ccccc31)C2=O,103300.0
CHEMBL2335942,O=C1OC2(Oc3ccc(Cl)cc3C2=O)c2ccccc21,36400.0
CHEMBL2335941,O=C1OC2(Oc3c(Cl)cccc3C2=O)c2ccccc21,92300.0
CHEMBL2335940,O=C1OC2(Oc3ccc(-c4ccccc4)cc3C2=O)c2ccccc21,30300.0
CHEMBL2335939,O=C1OC2(Oc3c(cccc3-c3ccccc3)C2=O)c2ccccc21,29200.0
CHEMBL2335938,Cc1ccc2c(c1)C(=O)C1(OC(=O)c3ccccc31)O2,125300.0
CHEMBL2335937,Cc1ccc2c(c1)OC1(OC(=O)c3ccccc31)C2=O,100100.0
CHEMBL2335936,Cc1cccc2c1OC1(OC(=O)c3ccccc31)C2=O,335300.0
CHEMBL2331601,Cc1cc2c(cc1C)C(=O)C1(OC(=O)c3ccccc31)O2,19100.0
CHEMBL2335935,COc1ccc2c(c1)OC1(OC(=O)c3ccccc31)C2=O,500000.0
CHEMBL2335934,Nc1ccc2c(c1)OC1(OC(=O)c3ccccc31)C2=O,30000.0
CHEMBL2335588,COc1cc2c(cc1OC)C1(OC2=O)Oc2cc(C(C)C)ccc2C1=O,500000.0
CHEMBL2335587,Cc1cc2c(cc1C)C1(OC2=O)Oc2cc(C(C)C)ccc2C1=O,110000.0
CHEMBL2335586,O=C1OC2(Oc3c(Cl)ccc(Cl)c3C2=O)c2ccccc21,17300.0
CHEMBL2335585,O=C1OC2(Oc3cc(F)ccc3C2=O)c2ccccc21,63800.0
CHEMBL2335584,CCOC(=O)c1ccc2c(c1)C(=O)C1(OC(=O)c3ccccc31)O2,500000.0
CHEMBL2335583,O=C1OC2(Oc3cc(Cl)ccc3C2=O)c2ccccc21,500000.0
CHEMBL2335582,O=C1OC2(Oc3cc(-c4ccccc4)ccc3C2=O)c2ccccc21,36300.0
CHEMBL2335581,O=C1OC2(Oc3cc4ccccc4cc3C2=O)c2ccccc21,185700.0
CHEMBL2335580,O=C1OC2(Oc3c(ccc4ccccc34)C2=O)c2ccccc21,8900.0
CHEMBL2335579,CC(C)c1ccc2c(c1)OC1(OC(=O)c3ccccc31)C2=O,129300.0
CHEMBL2335578,O=C1OC2(Oc3ccccc3C2=O)c2ccccc21,500000.0
CHEMBL2385511,Cc1cc(-c2cc(C(=O)O)c3cc(F)ccc3n2)cc(C)c1Oc1ccccc1,71.0
CHEMBL2385510,CC(C)(C)c1ccc(Oc2ccc(-c3cc(C(=O)O)c4cc(F)ccc4n3)cc2)cc1,55.0
CHEMBL2385514,O=C(O)c1cc(-c2ccc(Oc3ccccc3)cc2)nc2ccc(Cl)cc12,1884.0
CHEMBL2385515,O=C(O)c1cc(-c2ccc(Oc3ccccc3)cc2)nc2ccc(F)cc12,1380.0
CHEMBL2385715,CCCOc1ccc(-c2cc(C(=O)O)c3cc(Cl)ccc3n2)cc1,7600.0
CHEMBL38434,Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O,460.0
CHEMBL2392462,CC(CNc1ccccc1)/C(=N\c1ccccc1)Nc1ccccc1.Cl,200000.0
CHEMBL2392464,CC(=O)N(CC(C)/C(=N\c1ccccc1)Nc1ccccc1)c1ccccc1.Cl,200000.0
CHEMBL2392463,CC(CN(C(=O)c1ccccc1)c1ccccc1)/C(=N\c1ccccc1)Nc1ccccc1.Cl,200000.0
CHEMBL2392465,CCCC(=O)N(CC(C)/C(=N\c1ccccc1)Nc1ccccc1)c1ccccc1.Cl,98000.0
CHEMBL2392461,CCCCCCCCCCCCCCCCCC(=O)N(CC(C)/C(=N\c1ccccc1)Nc1ccccc1)c1ccccc1.Cl,72000.0
CHEMBL2392460,CCCCCCCCCCCCC(=O)N(CC(C)/C(=N\c1ccccc1)Nc1ccccc1)c1ccccc1.Cl,27800.0
CHEMBL2392459,CCCCCCCCCCC(=O)N(CC(C)/C(=N\c1ccccc1)Nc1ccccc1)c1ccccc1.Cl,7300.0
CHEMBL2392466,CCCCCCCCC(=O)N(CC(C)/C(=N\c1ccccc1)Nc1ccccc1)c1ccccc1.Cl,1980.0
CHEMBL2392125,CCC(CC)C(=O)Nc1cc(NC(=O)/C=C/c2ccc(O)c(O)c2)ccc1OCC(=O)O,31200.0
CHEMBL2392260,CCC(CC)C(=O)Nc1cc(NC(=O)/C=C/c2ccc(O)c(O)c2)ccc1O,22600.0
CHEMBL2392257,CCC(=O)Nc1cc(NC(=O)/C=C/c2ccc(O)c(O)c2)ccc1O,58600.0
CHEMBL2392129,O=C(O)CCNC(=O)/C=C/c1ccc(O)c(O)c1,100000.0
CHEMBL2392128,O=C(/C=C/c1ccc(O)c(O)c1)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,100000.0
CHEMBL2017637,COc1ccc(-n2c(SC(C)C(=O)Nc3ccc(C)cc3Cl)nc3ccccc32)cc1,40.0
CHEMBL1412578,CCOC(=O)Cn1c(-c2nonc2NC(=O)c2ccccc2F)nc2ccccc21,100.0
CHEMBL1544917,C#CCn1c(S(=O)(=O)Cc2ccc(F)cc2)nc(-c2ccccc2)c1-c1ccccc1,500.0
CHEMBL2408455,O=S(=O)(Cc1ccccc1)c1nc(-c2ccccc2)c(-c2ccccc2)[nH]1,10000.0
CHEMBL2408456,Cn1c(S(=O)(=O)Cc2ccccc2)nc(-c2ccccc2)c1-c1ccccc1,300.0
CHEMBL2408457,Cn1c(S(=O)(=O)Cc2ccc(F)cc2)nc(-c2ccc(F)cc2)c1-c1ccc(F)cc1,10000.0
CHEMBL2408458,CCn1c(S(=O)(=O)Cc2ccccc2)nc(-c2ccccc2)c1-c1ccccc1,2000.0
CHEMBL2408459,O=S(=O)(Cc1ccccc1)c1nc(-c2ccccc2)c(-c2ccccc2)n1Cc1ccccc1,10000.0
CHEMBL2408460,C=CCn1c(S(=O)(=O)Cc2ccc(F)cc2)nc(-c2ccccc2)c1-c1ccccc1,4200.0
CHEMBL2408461,Cn1c(S(=O)(=O)Cc2ccncc2)nc(-c2ccccc2)c1-c1ccccc1,10000.0
CHEMBL2408462,Cn1c(S(=O)(=O)Cc2cccnc2)nc(-c2ccccc2)c1-c1ccccc1,10000.0
CHEMBL2408463,Cn1c(S(=O)(=O)Cc2ccc(F)cc2)nc(-c2ccc(F)cc2)c1-c1ccncc1,10000.0
CHEMBL2408464,Cn1c(S(=O)(=O)Cc2ccc(F)cc2)nc(-c2ccc(F)cc2)c1-c1cccnc1,10000.0
CHEMBL2408436,Cn1c(S(=O)(=O)C(F)(F)c2ccccc2)nc(-c2ccccc2)c1-c1ccccc1,10000.0
CHEMBL2408437,Cn1c(S(=O)(=O)C(F)(F)c2ccc(F)cc2)nc(-c2ccc(F)cc2)c1-c1ccc(F)cc1,10000.0
CHEMBL2408438,Cn1c(S(=O)(=O)Nc2ccccc2)nc(-c2ccccc2)c1-c1ccccc1,10000.0
CHEMBL2408439,Cn1c(C(=O)Nc2ccccc2F)nc(-c2ccccc2)c1-c1ccccc1,10000.0
CHEMBL2408440,Cn1c(C(=O)Nc2ccccc2[N+](=O)[O-])nc(-c2ccccc2)c1-c1ccccc1,6000.0
CHEMBL2408441,Cn1c(C(=O)Cc2ccccc2)nc(-c2ccccc2)c1-c1ccccc1,10000.0
CHEMBL2408442,Cn1c(C(O)Cc2ccccc2)nc(-c2ccccc2)c1-c1ccccc1,10000.0
CHEMBL2408443,Cn1c(CCc2ccccc2)nc(-c2ccccc2)c1-c1ccccc1,10000.0
CHEMBL2408444,CN(Cc1nc(-c2ccccc2)c(-c2ccccc2)n1C)c1ccccc1,880.0
CHEMBL2408445,CN(Cc1nc(-c2ccccc2)c(-c2ccccc2)n1C)c1ccc(O)cc1,10000.0
CHEMBL2408446,CN(Cc1nc(-c2ccccc2)c(-c2ccccc2)n1C)c1ccccc1C(=O)O,3000.0
CHEMBL2408447,CN(Cc1nc(-c2ccccc2)c(-c2ccccc2)n1C)c1ccccn1,10000.0
CHEMBL2408448,Cn1c(CN(Cc2ccccc2)c2ccccc2)nc(-c2ccccc2)c1-c1ccccc1,10000.0
CHEMBL2408449,CCN(Cc1nc(-c2ccccc2)c(-c2ccccc2)n1C)c1ccccc1,10000.0
CHEMBL2408466,O=C(Nc1nonc1-c1nc2ccccc2[nH]1)c1ccccc1F,10000.0
CHEMBL2408467,Nc1ccc(C(=O)Cn2c(-c3nonc3NC(=O)c3ccccc3F)nc3ccccc32)cc1,700.0
CHEMBL2408450,CCOC(=O)Cn1c(-c2ncsc2NC(=O)c2c(F)cccc2F)nc2ccccc21,10000.0
CHEMBL2408451,CC(C)n1c(-c2csc(NC(=O)c3c(F)cccc3F)n2)nc2ccccc21,4000.0
CHEMBL2408452,O=C(O)Cn1c(-c2csc(NC(=O)c3c(F)cccc3F)n2)nc2ccccc21,10000.0
CHEMBL2408453,Cn1cc(NC(=O)c2ccccc2F)c(-c2nc3ccccc3[nH]2)n1,10000.0
CHEMBL2408454,Nc1ccc(C(=O)Cn2c(-c3nccnc3NC(=O)c3ccccc3)nc3ccccc32)cc1,10000.0
CHEMBL2408465,Cn1c(SCc2ccccc2)nc(-c2ccccc2)c1-c1ccccc1,400.0
CHEMBL2408435,Cn1c(S(=O)(=O)C(F)c2ccc(F)cc2)nc(-c2ccccc2)c1-c1ccccc1,8000.0
CHEMBL2414866,CC(C)(C)C(=O)OCO[C@@H]1[C@@H](COP(=O)(O)O[C@@H]2[C@H](OCOC(=O)C(C)(C)C)[C@@H](COP(=O)(O)O[C@@H]3[C@H](OCOC(=O)C(C)(C)C)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]3n3cnc4ncnc(N)c43)O[C@H]2n2cnc3ncnc(N)c32)O[C@@H](n2cnc3ncnc(N)c32)[C@@H]1O,14600.0
CHEMBL2414868,CCN1CCN(CN2C(=O)SC(N3N=C(c4ccc5ccccc5c4)CC3c3ccc(Cl)cc3)C2=O)CC1,4380.0
CHEMBL2414936,COc1ccc(C2CC(c3ccc4ccccc4c3)=NN2C2SC(=O)N(CN3CCN(Cc4ccccc4)CC3)C2=O)cc1,24760.0
CHEMBL2414932,COc1ccc(NC(=O)CN2C(=O)SC(N3N=C(c4ccc5ccccc5c4)CC3c3ccc(Cl)cc3)C2=O)cc1,179460.0
CHEMBL2414931,Cc1ccc(NC(=O)CN2C(=O)SC(N3N=C(c4ccc5ccccc5c4)CC3c3ccc(Cl)cc3)C2=O)cc1,50960.0
CHEMBL2414930,COc1ccc(C2CC(c3ccc4ccccc4c3)=NN2C2SC(=O)N(CC(=O)Nc3ccc(C)cc3)C2=O)cc1,21780.0
CHEMBL2414876,O=C1NC(=O)C(N2N=C(c3ccc4ccccc4c3)CC2c2ccc(Cl)cc2)S1,5210.0
CHEMBL2414875,COc1ccc(C2CC(c3ccc4ccccc4c3)=NN2C2SC(=O)NC2=O)cc1,7900.0
CHEMBL2418404,CCOC(=O)c1cnc(NCCCCNc2ccnc3cc(Cl)ccc23)nc1C,4000.0
CHEMBL2418403,CCOC(=O)c1c(C)nc(NCCCCNc2ccnc3cc(Cl)ccc23)nc1-c1ccc(F)cc1,4000.0
CHEMBL2418402,CCOC(=O)c1c(C)nc(NCCCCNc2ccnc3cc(Cl)ccc23)nc1-c1ccc(Cl)cc1,800.0
CHEMBL2418401,CCOC(=O)c1c(C)nc(OCCCNc2ccnc3cc(Cl)ccc23)nc1-c1ccccc1,4000.0
CHEMBL2418400,CCOC(=O)c1c(C)nc(NCCCCNc2ccnc3cc(Cl)ccc23)nc1-c1ccccc1[N+](=O)[O-],160.0
CHEMBL2418399,Cc1nc(NCCCCNc2ccnc3cc(Cl)ccc23)nc(-c2ccccc2)c1C(=O)OC(C)C,160.0
CHEMBL2418398,COC(=O)c1c(C)nc(NCCCNc2ccnc3cc(Cl)ccc23)nc1-c1ccccc1,160.0
CHEMBL2420194,Nc1nc(CC(O)c2ccccc2C(F)(F)F)c(Br)c(=O)[nH]1,100000.0
CHEMBL2420193,Nc1nc(CC(O)c2ccc(Cl)cc2)c(Br)c(=O)[nH]1,100000.0
CHEMBL2420192,CC(C)(O)Cc1nc(N)[nH]c(=O)c1Br,100000.0
CHEMBL2420191,Nc1nc(CCc2ccccc2)c(Br)c(=O)[nH]1,100000.0
CHEMBL2420190,CCCCCc1nc(N)[nH]c(=O)c1Br,100000.0
CHEMBL2420189,CCCCc1nc(N)[nH]c(=O)c1Br,100000.0
CHEMBL2420188,CCCc1nc(N)[nH]c(=O)c1Br,100000.0
CHEMBL2420196,COc1ccc(/C=C/c2nc(N)[nH]c(=O)c2Br)cc1OC,20000.0
CHEMBL2420195,Cc1cc(C)c(/C=C/c2nc(N)[nH]c(=O)c2Br)c(C)c1,20000.0
CHEMBL3088169,C1CCC23CC45CNCC4(CC2(C1)C5)C3.O=C(O)C(O)C(O)C(=O)O,100000.0
CHEMBL3088168,CCC12CC34CN(C(=N)N)CC3(C1)CC2(CC)C4.Cl,100000.0
CHEMBL3088167,CCC12CC34CNCC3(C1)CC2(CC)C4.O=C(O)C(O)C(O)C(=O)O,100000.0
CHEMBL3088165,CN1CC23CC4CC2(CC4C3)C1.Cl,100000.0
CHEMBL3088163,CC12CC34CN(C(=N)N)CC3(C1)CC2(C)C4.Cl,100000.0
CHEMBL3088162,CN1CC23CC4(C)CC2(C1)CC4(C)C3.Cl,100000.0
CHEMBL3088161,CC12CC34CNCC3(C1)CC2(C)C4.Cl,100000.0
CHEMBL3088164,C1NCC23CC4CC12CC4C3.Cl,7900.0
CHEMBL3091472,CCC(CC)C(=O)Nc1cc(NC(=O)[C@H](CC(C)C)NC(=O)/C=C/c2ccc(O)c(O)c2)ccc1OCC(=O)O,13500.0
CHEMBL3092330,CCC(CC)C(=O)Nc1cc(NC(=O)[C@@H](NC(=O)/C=C/c2ccc(O)c(O)c2)C(C)C)ccc1OCC(=O)O,22900.0
CHEMBL3092329,CCC(CC)C(=O)Nc1cc(NC(=O)[C@H](C)NC(=O)/C=C/c2ccc(O)c(O)c2)ccc1OCC(=O)O,25400.0
CHEMBL3092328,CCC(CC)C(=O)Nc1cc(NC(=O)CNC(=O)/C=C/c2ccc(O)c(O)c2)ccc1OCC(=O)O,33600.0
CHEMBL3092168,CCC(CC)CN(C(=O)/C=C/c1ccc(O)c(O)c1)c1ccc(OCC(=O)O)c(NC(=O)C(CC)CC)c1,56400.0
CHEMBL3092167,CCC(CC)C(=O)Nc1cc(NC(=O)C(C)C)c(NC(=O)/C=C/c2ccc(O)c(O)c2)cc1OCC(=O)O,14500.0
CHEMBL3092166,CCC(CC)C(=O)Nc1cc(NC(C)=O)c(NC(=O)/C=C/c2ccc(O)c(O)c2)cc1OCC(=O)O,13800.0
CHEMBL3099831,Nc1nc(N)c2ncc([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3F)n2n1,21000.0
CHEMBL3099828,Nc1ncnn2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3F)cnc12,900.0
CHEMBL3099829,Nc1nc(F)nn2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3F)cnc12,100000.0
CHEMBL3099830,CCOc1nc(N)nn2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3F)cnc12,200000.0
CHEMBL3110350,Nc1sc2c(c1C(=O)Nc1ccccn1)CCCCC2,28000.0
CHEMBL3110337,O=C(Nc1sc2c(c1C(=O)Nc1ccccn1)CCCCC2)c1ccc(Cl)cc1,23000.0
CHEMBL3120197,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(C)=N)[C@H]1NC(C)=O,4820.0
CHEMBL3120677,CC(=O)OC[C@H]1O[C@@H](n2c(-c3cccs3)cc(-c3cccs3)c(C#N)c2=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,32000.0
CHEMBL3120674,N#Cc1c(-c2ccc(Cl)cc2)cc(-c2ccccn2)[nH]c1=O,2600.0
CHEMBL1306213,N#Cc1c(-c2cccs2)cc(-c2cccs2)nc1O,100000.0
CHEMBL3120589,CC(=O)OC[C@H]1O[C@@H](n2c(-c3cccs3)cc(-c3cccs3)c(C#N)c2=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,100000.0
